"Station Name","MAC Address","Org Name","Start Date","Start Time Zone","End Date","End Time Zone","Transaction Date (Pacific Time)","Total Duration (hh:mm:ss)","Charging Time (hh:mm:ss)","Energy (kWh)","GHG Savings (kg)","Gasoline Savings (gallons)","Port Type","Port Number","Plug Type","EVSE ID","Address 1","Address 2",City,State/Province,"Postal Code",Country,Latitude,Longitude,Currency,Fee,"Ended By","Plug In Event Id","Driver Postal Code","User ID","Start SOC","End SOC",County,"System S/N","Model Number"
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 10:07:14",PST,"2019-01-17 10:45:59",PST,"2019-01-17 10:46:42",00:38:45,00:38:37,4.468,1.876,0.561,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.490,"Plug Out at Vehicle",1758,92009,1782891,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 07:51:31",PST,"2019-01-17 10:05:05",PST,"2019-01-17 10:06:31",02:13:34,01:27:58,5.144,2.160,0.646,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.570,"Plug Out at Vehicle",1756,90745,2317491,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 07:25:41",PST,"2019-01-17 09:34:56",PST,"2019-01-17 09:35:42",02:09:14,01:38:08,9.719,4.082,1.220,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.070,"Plug Out at Vehicle",1547738735,93446,1183311,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-17 07:42:37",PST,"2019-01-17 09:08:17",PST,"2019-01-17 09:10:13",01:25:39,01:25:30,9.922,4.167,1.245,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.090,"Plug Out at Vehicle",2944,92009,1782891,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-17 06:07:13",PST,"2019-01-17 08:12:14",PST,"2019-01-17 08:12:57",02:05:01,01:54:07,6.064,2.547,0.761,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.670,"Plug Out at Vehicle",1755,93401,1141501,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-17 03:13:02",PST,"2019-01-17 07:08:28",PST,"2019-01-17 07:09:09",03:55:26,02:45:11,9.537,4.006,1.197,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.050,"Plug Out at Vehicle",3584,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 20:06:02",PST,"2019-01-16 22:02:26",PST,"2019-01-16 22:03:08",01:56:26,01:56:08,12.454,5.231,1.563,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.370,"Plug Out at Vehicle",1547697957,84020,3430441,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 20:05:29",PST,"2019-01-16 22:00:43",PST,"2019-01-16 22:01:25",01:55:13,01:54:48,13.424,5.638,1.685,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.480,"Plug Out at Vehicle",1547697922,93405,1880891,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 17:48:15",PST,"2019-01-16 20:55:17",PST,"2019-01-16 20:56:11",03:07:02,01:23:08,4.293,1.803,0.539,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.470,"Plug Out at Vehicle",3583,93449,1035171,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 17:01:45",PST,"2019-01-16 20:50:30",PST,"2019-01-16 20:51:33",03:48:44,02:22:49,10.241,4.301,1.285,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.130,"Plug Out at Vehicle",2943,93446,323083,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 16:30:28",PST,"2019-01-16 20:36:59",PST,"2019-01-16 20:37:40",04:06:31,03:26:44,11.219,4.712,1.408,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.880,"Plug Out at Vehicle",2942,94618,2627021,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 18:49:45",PST,"2019-01-16 20:14:49",PST,"2019-01-16 20:16:15",01:25:07,01:24:26,4.630,1.945,0.581,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.510,"Plug Out at Vehicle",1547693378,94583,2800441,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 15:14:12",PST,"2019-01-16 20:00:34",PST,"2019-01-16 20:01:17",04:46:26,01:39:14,11.406,4.791,1.431,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,5.890,Customer,2089,93428,3367961,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 17:10:27",PST,"2019-01-16 19:38:21",PST,"2019-01-16 19:40:09",02:27:54,00:23:39,0.765,0.321,0.096,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.080,"Plug Out at Vehicle",1754,93422,1248301,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 18:05:11",PST,"2019-01-16 18:43:15",PST,"2019-01-16 18:44:08",00:38:04,00:37:39,2.253,0.946,0.283,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.250,"Plug Out at Vehicle",3715,93405,3334181,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 14:33:25",PST,"2019-01-16 18:29:54",PST,"2019-01-16 18:30:42",03:56:29,01:30:52,0.082,0.034,0.010,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.010,"Plug Out at Vehicle",4036,93402,710899,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 14:04:15",PST,"2019-01-16 18:01:17",PST,"2019-01-16 18:01:59",03:57:02,01:47:05,11.673,4.903,1.465,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.280,"Plug Out at Vehicle",4035,93422,1853321,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 15:05:51",PST,"2019-01-16 17:53:27",PST,"2019-01-16 17:54:25",02:47:36,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.000,"Plug Out at Vehicle",3713,93422,2518221,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 15:29:30",PST,"2019-01-16 17:48:43",PST,"2019-01-16 17:50:49",02:19:17,02:18:59,9.670,4.062,1.214,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.060,"Plug Out at Vehicle",3714,93422,406787,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 15:44:31",PST,"2019-01-16 17:36:10",PST,"2019-01-16 17:37:06",01:51:39,01:44:06,5.496,2.308,0.690,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.600,"Plug Out at Vehicle",2090,93420,379067,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 14:53:09",PST,"2019-01-16 17:20:32",PST,"2019-01-16 17:21:23",02:27:23,02:04:47,6.786,2.850,0.852,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.750,"Plug Out at Vehicle",1753,93401,3868531,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 13:52:55",PST,"2019-01-16 16:51:19",PST,"2019-01-16 16:52:15",02:58:24,02:07:51,13.543,5.688,1.700,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.490,"Plug Out at Vehicle",1752,93465,3778861,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 15:03:49",PST,"2019-01-16 16:36:28",PST,"2019-01-16 16:37:11",01:32:43,01:32:23,9.969,4.187,1.251,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.100,Customer,3582,93420,886001,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 12:54:20",PST,"2019-01-16 16:26:43",PST,"2019-01-16 16:28:34",03:32:23,02:54:33,10.991,4.616,1.379,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.210,"Plug Out at Vehicle",3581,93444,381265,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 12:57:04",PST,"2019-01-16 16:24:19",PST,"2019-01-16 16:25:10",03:27:15,02:53:46,10.720,4.502,1.345,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.180,"Plug Out at Vehicle",2939,93422,2872841,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 14:08:34",PST,"2019-01-16 15:59:25",PST,"2019-01-16 16:00:46",01:50:51,01:50:09,5.780,2.427,0.725,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.640,"Plug Out at Vehicle",2941,93420,778547,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 13:55:31",PST,"2019-01-16 15:24:05",PST,"2019-01-16 15:24:49",01:28:39,01:28:23,4.802,2.017,0.603,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.530,"Plug Out at Vehicle",3712,93422,349725,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 12:31:42",PST,"2019-01-16 15:05:31",PST,"2019-01-16 15:06:48",02:33:49,00:00:00,0.000,0.000,0.000,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.000,"Plug Out at Vehicle",3711,93422,2518221,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 11:42:31",PST,"2019-01-16 15:04:17",PST,"2019-01-16 15:05:01",03:21:46,02:56:40,11.004,4.622,1.381,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.210,"Plug Out at Vehicle",2088,93443,463181,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 12:18:31",PST,"2019-01-16 14:30:12",PST,"2019-01-16 14:32:09",02:11:45,02:11:25,3.878,1.629,0.487,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.430,"Plug Out at Vehicle",1751,93402,710899,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 10:41:27",PST,"2019-01-16 14:06:17",PST,"2019-01-16 14:08:14",03:24:50,01:03:18,3.445,1.447,0.432,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.380,"Plug Out at Vehicle",4033,95124,508969,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 14:06:11",PST,"2019-01-16 14:06:57",PST,"2019-01-16 14:07:38",00:00:47,00:00:05,0.000,0.000,0.000,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.000,Customer,2940,93420,778547,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 11:59:11",PST,"2019-01-16 13:31:13",PST,"2019-01-16 13:32:19",01:32:01,01:31:53,7.213,3.030,0.905,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.790,"Plug Out at Vehicle",1750,93405,3334181,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 08:26:31",PST,"2019-01-16 13:23:04",PST,"2019-01-16 13:24:21",04:56:33,01:37:04,5.066,2.128,0.636,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,6.220,"Plug Out at Vehicle",2937,93422,1248301,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 11:57:31",PST,"2019-01-16 13:13:37",PST,"2019-01-16 13:14:19",01:16:06,01:13:59,2.492,1.047,0.313,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.270,"Plug Out at Vehicle",4034,93402,502759,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 07:55:21",PST,"2019-01-16 12:50:17",PST,"2019-01-16 12:52:08",04:54:56,01:56:35,6.141,2.579,0.771,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,6.170,"Plug Out at Vehicle",3709,93444,2922011,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 09:14:35",PST,"2019-01-16 12:32:46",PST,"2019-01-16 12:33:28",03:18:10,02:33:43,6.482,2.722,0.813,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.710,"Plug Out at Vehicle",2938,93465,321157,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-16 09:17:37",PST,"2019-01-16 12:31:33",PST,"2019-01-16 12:32:33",03:13:55,00:49:44,5.768,2.422,0.724,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.630,"Plug Out at Vehicle",3710,93422,2518221,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 08:03:42",PST,"2019-01-16 12:05:16",PST,"2019-01-16 12:06:09",04:01:34,02:06:37,8.190,3.440,1.028,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.060,"Plug Out at Vehicle",1748,93420,1260731,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 09:11:22",PST,"2019-01-16 11:56:59",PST,"2019-01-16 11:58:28",02:45:42,01:27:26,4.597,1.931,0.577,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.510,"Plug Out at Vehicle",1547658675,93422,349725,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-16 08:20:27",PST,"2019-01-16 11:44:26",PST,"2019-01-16 11:45:09",03:23:58,01:18:19,3.943,1.656,0.495,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.430,"Plug Out at Vehicle",1749,93401,1141501,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 07:42:58",PST,"2019-01-16 11:39:55",PST,"2019-01-16 11:40:55",03:56:56,03:56:40,13.971,5.868,1.753,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.540,"Plug Out at Vehicle",4031,93433,827095,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 09:36:57",PST,"2019-01-16 11:36:09",PST,"2019-01-16 11:36:50",01:59:11,01:59:04,11.451,4.809,1.437,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.260,"Plug Out at Vehicle",2087,93428,1669191,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 07:19:00",PST,"2019-01-16 10:52:00",PST,"2019-01-16 10:53:33",03:32:59,02:56:02,10.975,4.609,1.377,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.210,"Plug Out at Vehicle",1547651936,93433,3513321,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-16 07:52:34",PST,"2019-01-16 10:38:21",PST,"2019-01-16 10:40:10",02:45:46,02:08:06,6.769,2.843,0.850,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.740,"Plug Out at Vehicle",4032,93405,1239511,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 07:43:21",PST,"2019-01-16 10:16:54",PST,"2019-01-16 10:17:36",02:33:33,02:26:16,7.747,3.254,0.972,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.850,"Plug Out at Vehicle",3580,93449,1035171,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 07:28:48",PST,"2019-01-16 09:29:38",PST,"2019-01-16 09:30:20",02:00:50,01:40:49,9.821,4.125,1.232,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.080,"Plug Out at Vehicle",1547652524,93446,1183311,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-16 08:04:52",PST,"2019-01-16 09:10:02",PST,"2019-01-16 09:10:44",01:05:13,01:04:51,2.354,0.989,0.295,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.260,"Plug Out at Vehicle",1547654686,93405,1383911,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2019-01-16 07:44:28",PST,"2019-01-16 09:06:16",PST,"2019-01-16 09:08:12",01:21:48,01:11:19,2.304,0.968,0.289,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.250,"Plug Out at Vehicle",1547653462,94040,2317461,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-16 03:18:47",PST,"2019-01-16 07:08:15",PST,"2019-01-16 07:09:30",03:49:28,02:38:33,9.206,3.867,1.155,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.010,"Plug Out at Vehicle",3579,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2019-01-23 13:09:31",PST,,PST,,00:55:19,00:54:54,3.396,1.426,0.426,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.340,,3612,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-23 12:39:53",PST,,PST,,01:25:07,01:24:54,9.772,4.104,1.226,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.010,,4070,93422,2518221,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-23 12:39:10",PST,,PST,,01:24:46,00:27:19,0.761,0.320,0.096,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.080,,1548275943,93405,1383911,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-23 13:24:48",PST,,PST,,00:40:13,00:39:55,2.493,1.047,0.313,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.240,,2968,93422,2872841,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2019-01-23 13:26:03",PST,,PST,,00:40:09,00:39:54,2.165,0.909,0.272,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.200,,1778,93401,3867871,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2019-01-23 13:43:40",PST,,PST,,00:20:08,00:19:54,1.106,0.464,0.139,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.100,,4071,93465,321157,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-23 12:04:18",PST,,PST,,02:00:07,01:59:49,6.671,2.802,0.837,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.720,,3739,93405,1239511,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2019-01-23 12:32:06",PST,,PST,,01:30:15,01:29:55,5.539,2.326,0.695,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.590,,3740,93401,1359971,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2019-01-23 13:22:26",PST,,PST,,00:40:10,00:39:48,4.587,1.926,0.576,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.470,,2967,93465,3778861,,,"San Luis Obispo County",142741005544,CT4025-HD
